,0,1,2,3,4,5,6,7,8,9,10,11
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-6.628304325390499e-09,-6.338392096397528e-09,-0.00011760222614277905,-2.6513217231007313e-06,-2.5353568369108476e-06,-0.023520445363889895,0.0001019860005249664,-0.00010665074659856095,0.0,0.020397200104993282,-0.021330149319712194,0.0
2,-1.0608448203506994e-07,-1.0144695981057041e-07,-0.0004689017827942997,-2.1180355552780666e-05,-2.0254940662790323e-05,-0.0467394679620706,0.00040395191786972217,-0.0004223871739446036,0.0,0.03999598336395787,-0.04181713614949635,0.0
3,-5.352186327998655e-07,-5.118506978798571e-07,-0.0010508966724310132,-7.111785130176551e-05,-6.80160803316439e-05,-0.0696595183995235,0.0008979883231679876,-0.0009388583671376192,0.0,0.05881129769569522,-0.06147710248910676,0.0
4,-1.6839676577194285e-06,-1.6105529531082292e-06,-0.001860609973359694,-0.00016755092581578193,-0.0001602575629718836,-0.09228316387866682,0.0015763346997685846,-0.0016478740471127726,0.0,0.07685797762442419,-0.08032603350592393,0.0
5,-4.0909140603756615e-06,-3.912844412038552e-06,-0.0028950910554834553,-0.00032512209938554597,-0.00031099853721383336,-0.11461309781881909,0.0024313782988517178,-0.002541403004443762,0.0,0.09415074219220247,-0.09837975796027398,0.0
6,-8.438835674253442e-06,-8.072102042817333e-06,-0.004151416882191367,-0.0005580284427433083,-0.000533837600787602,-0.13665214747988993,0.003455652974457888,-0.003611571536962609,0.0,0.1107041929290316,-0.1156539485434954,0.0
7,-1.5550247443860014e-05,-1.4875579901944719e-05,-0.0056266933789968126,-0.0008800208399300353,-0.000841952086029694,-0.15840327970641224,0.004641837998529292,-0.004850661890403887,0.0,0.12653281188524915,-0.13216412214476014,0.0
8,-2.6382936462929025e-05,-2.5240193851224056e-05,-0.00731805685069873,-0.0013044033767998149,-0.001248097556648464,-0.17986960490560677,0.00598275685660726,-0.006251110701434198,0.0,0.14165095973034442,-0.14792564006130207,0.0
9,-4.202549158927686e-05,-4.020830236176703e-05,-0.00922267542996473,-0.001844032868486759,-0.0017646075286744832,-0.201054379370759,0.007471376024868423,-0.0078055074425677105,0.0,0.1560728739218883,-0.16295370816540042,0.0
10,-6.369282910339813e-05,-6.0943485708165286e-05,-0.011337750541335848,-0.002511318541881605,-0.002403393427892044,-0.22196100605878688,0.009100803729217078,-0.009506592868595775,0.0,0.1698126669478428,-0.17726337704021253,0.0
11,-9.272171604878356e-05,-8.872632597499169e-05,-0.013660518365729476,-0.003318221891130988,-0.0031759447952406134,-0.24259303392848297,0.010864288687181842,-0.011347257464273581,0.0,0.18288432464511017,-0.1908695420953487,0.0
12,-0.00013056629307903967,-0.00012495019040800176,-0.016188251291569845,-0.004276256725458321,-0.004093329750716557,-0.26295415594351595,0.012755218833391362,-0.013320539893109997,0.0,0.19530170459679377,-0.2037869436719344,0.0
13,-0.0001787935988337528,-0.00017111702074238305,-0.018918259339704206,-0.005396489429283582,-0.0051661957252208445,-0.28304820584186796,0.0147671200294267,-0.015419625447198729,0.0,0.2070785346102741,-0.216030167145812,0.0
14,-0.00023907909806593876,-0.00022883313122900358,-0.02184789155026748,-0.006689539454758399,-0.0064047704686109345,-0.3028791537709551,0.016893654758867317,-0.01763784449811027,0.0,0.2182284112778495,-0.2276136430364965,0.0
15,-0.00031320221594378537,-0.00029980501815592045,-0.024974537320638313,-0.008165580066497095,-0.007818863340946502,-0.3224511008852216,0.019128620808363344,-0.019968670948935334,0.0,0.22876479862135568,-0.23855164712851604,0.0
16,-0.00040304188114378915,-0.0003858351837257186,-0.028295627684584875,-0.009834339357534675,-0.009417866892589255,-0.34176827300050105,0.021465949935579397,-0.02240572068763212,0.0,0.23870102682185512,-0.24885830061084094,0.0
17,-0.000510572080537457,-0.0004888179771990435,-0.03180863652362899,-0.011705101554436324,-0.011210758737445717,-0.36083501339689683,0.023899706524864586,-0.02494275004188248,0.0,0.24805029103518295,-0.2585475702392316,0.0
18,-0.0006378574284461952,-0.0006107354562506374,-0.03551108170256172,-0.013786708628073671,-0.013206103722245807,-0.37965577485933927,0.026424086231509714,-0.027573654235706225,0.0,0.25682565029384236,-0.2676332685255174,0.0
19,-0.0007870487535960669,-0.0007536532715061235,-0.039400526121921825,-0.016087562224921255,-0.015412056393345377,-0.39823511104232234,0.029033414615456252,-0.030292465848119086,0.0,0.2650400264954656,-0.2761290539570546,0.0
